timestamp;x;y;theta
1551212705760;0.7269;2.0382;-0.38400000001896006
1551212705778;0.7269;2.0382;-0.38400000001896006
1551212705799;0.7269;2.0382;-0.38400000001896006
1551212705819;0.7269;2.0382;-0.38400000001896006
1551212705839;0.7269;2.0382;-0.38400000001896006
1551212705858;0.7269;2.0382;-0.38400000001896006
1551212705879;0.7269;2.0382;-0.38400000001896006
1551212705899;0.7269;2.0382;-0.38400000001896006
1551212705918;0.7269;2.0382;-0.38400000001896006
1551212705938;0.7269;2.0382;-0.38400000001896006
1551212705958;0.7269;2.0382;-0.38400000001896006
1551212705980;0.7269;2.0382;-0.38400000001896006
1551212705999;0.7269;2.0382;-0.38400000001896006
1551212706019;0.7269;2.0382;-0.38400000001896006
1551212706040;0.7269;2.0382;-0.38400000001896006
1551212706060;0.7269;2.0382;-0.38400000001896006
1551212706082;0.7269;2.0382;-0.38400000001896006
1551212706104;0.7269;2.0382;-0.38400000001896006
1551212706119;0.7269;2.0382;-0.38400000001896006
1551212706139;0.7269;2.0382;-0.38400000001896006
1551212706159;0.7269;2.0382;-0.38400000001896006
1551212706180;0.7269;2.0382;-0.38400000001896006
1551212706200;0.7269;2.0382;-0.38400000001896006
1551212706232;0.7269;2.0382;-0.38400000001896006
1551212706238;0.7269;2.0382;-0.38400000001896006
1551212706258;0.7269;2.0382;-0.38400000001896006
1551212706278;0.7269;2.0382;-0.38400000001896006
1551212706301;0.7269;2.0382;-0.38400000001896006
1551212706319;0.7269;2.0382;-0.38400000001896006
1551212706338;0.7269;2.0382;-0.38400000001896006
1551212706359;0.7269;2.0382;-0.38400000001896006
1551212706379;0.7269;2.0382;-0.38400000001896006
1551212706400;0.7269;2.0382;-0.38400000001896006
1551212706419;0.7269;2.0382;-0.38400000001896006
1551212706440;0.7269;2.0382;-0.38400000001896006
1551212706459;0.7269;2.0382;-0.38400000001896006
1551212706480;0.7269;2.0382;-0.38400000001896006
1551212706502;0.7269;2.0382;-0.38400000001896006
1551212706519;0.7269;2.0382;-0.38400000001896006
1551212706540;0.7269;2.0382;-0.38400000001896006
1551212706559;0.7269;2.0382;-0.38400000001896006
1551212706578;0.7269;2.0382;-0.38400000001896006
1551212706600;0.7269;2.0382;-0.38400000001896006
1551212706618;0.7269;2.0382;-0.38400000001896006
1551212706638;0.7269;2.0382;-0.38400000001896006
1551212706658;0.7269;2.0382;-0.38400000001896006
1551212706680;0.7269;2.0382;-0.38400000001896006
1551212706698;0.7269;2.0382;-0.38400000001896006
1551212706720;0.7269;2.0382;-0.38400000001896006
1551212706739;0.7269;2.0382;-0.38400000001896006
1551212706759;0.7269;2.0382;-0.38400000001896006
1551212706779;0.7269;2.0382;-0.38400000001896006
1551212706799;0.7269;2.0382;-0.38400000001896006
1551212706818;0.7269;2.0382;-0.38400000001896006
1551212706840;0.7269;2.0382;-0.38400000001896006
1551212706859;0.7269;2.0382;-0.38400000001896006
1551212706879;0.7269;2.0382;-0.38400000001896006
1551212706899;0.7269;2.0382;-0.38400000001896006
1551212706920;0.7269;2.0382;-0.38400000001896006
1551212706939;0.7269;2.0382;-0.38400000001896006
1551212706959;0.7269;2.0382;-0.38400000001896006
1551212706979;0.7269;2.0382;-0.38400000001896006
1551212706999;0.7269;2.0382;-0.38400000001896006
1551212707018;0.7269;2.0382;-0.38400000001896006
1551212707054;0.7269;2.0382;-0.38400000001896006
1551212707058;0.7269;2.0382;-0.38400000001896006
1551212707079;0.7269;2.0382;-0.38400000001896006
1551212707100;0.7269;2.0382;-0.38400000001896006
1551212707120;0.7269;2.0382;-0.38400000001896006
1551212707139;0.7269;2.0382;-0.38400000001896006
1551212707158;0.7269;2.0382;-0.38400000001896006
1551212707179;0.7269;2.0382;-0.38400000001896006
1551212707199;0.7269;2.0382;-0.38400000001896006
1551212707222;0.7269;2.0382;-0.38400000001896006
1551212707240;0.7269;2.0382;-0.38400000001896006
1551212707259;0.7269;2.0382;-0.38400000001896006
1551212707279;0.7269;2.0382;-0.38400000001896006
1551212707300;0.7269;2.0382;-0.38400000001896006
1551212707318;0.7269;2.0382;-0.38400000001896006
1551212707339;0.7269;2.0382;-0.38400000001896006
1551212707359;0.7269;2.0382;-0.38400000001896006
1551212707379;0.7269;2.0382;-0.38400000001896006
1551212707398;0.7269;2.0382;-0.38400000001896006
1551212707418;0.7269;2.0382;-0.38400000001896006
1551212707438;0.7269;2.0382;-0.38400000001896006
1551212707459;0.7269;2.0382;-0.38400000001896006
1551212707482;0.7269;2.0382;-0.38400000001896006
1551212707501;0.7269;2.0382;-0.38400000001896006
1551212707520;0.7269;2.0382;-0.38400000001896006
1551212707539;0.7269;2.0382;-0.38400000001896006
1551212707559;0.7269;2.0382;-0.38400000001896006
1551212707578;0.7269;2.0382;-0.38400000001896006
1551212707599;0.7269;2.0382;-0.38400000001896006
1551212707619;0.7269;2.0382;-0.38400000001896006
1551212707638;0.7269;2.0382;-0.38400000001896006
1551212707660;0.7269;2.0382;-0.38400000001896006
1551212707678;0.7269;2.0382;-0.38400000001896006
1551212707698;0.7269;2.0382;-0.38400000001896006
1551212707718;0.7269;2.0382;-0.38400000001896006
1551212707738;0.7269;2.0382;-0.38400000001896006
1551212707758;0.7269;2.0382;-0.38400000001896006
1551212707779;0.7269;2.0382;-0.38400000001896006
1551212707798;0.7269;2.0382;-0.38400000001896006
1551212707818;0.7269;2.0382;-0.38400000001896006
1551212707839;0.7269;2.0382;-0.38400000001896006
1551212707859;0.7269;2.0382;-0.38400000001896006
1551212707878;0.7269;2.0382;-0.38400000001896006
1551212707900;0.7269;2.0382;-0.38400000001896006
1551212707920;0.7269;2.0382;-0.38400000001896006
1551212707940;0.7269;2.0382;-0.38400000001896006
1551212707959;0.7269;2.0382;-0.38400000001896006
1551212707979;0.7269;2.0382;-0.38400000001896006
1551212707998;0.7269;2.0382;-0.38400000001896006
1551212708018;0.7269;2.0382;-0.38400000001896006
1551212708038;0.7269;2.0382;-0.38400000001896006
1551212708059;0.7269;2.0382;-0.38400000001896006
1551212708080;0.7269;2.0382;-0.38400000001896006
1551212708098;0.7269;2.0382;-0.38400000001896006
1551212708119;0.7269;2.0382;-0.38400000001896006
1551212708138;0.7269;2.0382;-0.38400000001896006
1551212708158;0.7269;2.0382;-0.38400000001896006
1551212708178;0.7269;2.0382;-0.38400000001896006
1551212708198;0.7269;2.0382;-0.38400000001896006
1551212708219;0.7269;2.0382;-0.38400000001896006
1551212708239;0.7269;2.0382;-0.38400000001896006
1551212708260;0.7269;2.0382;-0.38400000001896006
1551212708280;0.7269;2.0382;-0.38400000001896006
1551212708299;0.7269;2.0382;-0.38400000001896006
1551212708318;0.7269;2.0382;-0.38400000001896006
1551212708340;0.7269;2.0382;-0.38400000001896006
1551212708358;0.7269;2.0382;-0.38400000001896006
1551212708385;0.7269;2.0382;-0.38400000001896006
1551212708399;0.7269;2.0382;-0.38400000001896006
1551212708418;0.7269;2.0382;-0.38400000001896006
1551212708438;0.7269;2.0382;-0.38400000001896006
1551212708458;0.7269;2.0382;-0.38400000001896006
1551212708478;0.7269;2.0382;-0.38400000001896006
1551212708498;0.7269;2.0382;-0.38400000001896006
1551212708519;0.7269;2.0382;-0.38400000001896006
